73	h5nc	4B	5000				
-	2015	SI_Player_04_00	10	96	0	32	48
-	2016	SI_Player_04_01	10	96	0	32	48
-	2017	SI_Player_04_02	10	96	0	32	48
-	2018	SI_Player_04_03	10	96	0	32	48
-	2019	SI_Player_04_04	10	96	0	32	48
-	2020	SI_Player_05_00	10	128	0	32	48
-	2021	SI_Player_05_01	10	128	0	32	48
-	2022	SI_Player_05_02	10	128	0	32	48
-	2023	SI_Player_05_03	10	128	0	32	48
-	2024	SI_Player_05_04	10	128	0	32	48
-	2025	SI_Player_06_00	10	160	0	32	48
-	2026	SI_Player_06_01	10	160	0	32	48
-	2027	SI_Player_06_02	10	160	0	32	48
-	2028	SI_Player_06_03	10	160	0	32	48
-	2029	SI_Player_06_04	10	160	0	32	48
-	2030	SI_Player_07_00	10	192	0	32	48
-	2031	SI_Player_07_01	10	192	0	32	48
-	2032	SI_Player_07_02	10	192	0	32	48
-	2033	SI_Player_07_03	10	192	0	32	48
-	2034	SI_Player_07_04	10	192	0	32	48
-	2035	SI_Player_08_00	10	224	0	32	48
-	2036	SI_Player_08_01	10	224	0	32	48
-	2037	SI_Player_08_02	10	224	0	32	48
-	2038	SI_Player_08_03	10	224	0	32	48
-	2039	SI_Player_08_04	10	224	0	32	48
-	2040	SI_Player_09_00	10	0	48	32	48
-	2041	SI_Player_09_01	10	0	48	32	48
-	2042	SI_Player_09_02	10	0	48	32	48
-	2043	SI_Player_09_03	10	0	48	32	48
-	2044	SI_Player_09_04	10	0	48	32	48
-	2045	SI_Player_10_00	10	32	48	32	48
-	2046	SI_Player_10_01	10	32	48	32	48
-	2047	SI_Player_10_02	10	32	48	32	48
-	2048	SI_Player_10_03	10	32	48	32	48
-	2049	SI_Player_10_04	10	32	48	32	48
-	2050	SI_Player_11_00	10	64	48	32	48
-	2051	SI_Player_11_01	10	64	48	32	48
-	2052	SI_Player_11_02	10	64	48	32	48
-	2053	SI_Player_11_03	10	64	48	32	48
-	2054	SI_Player_11_04	10	64	48	32	48
-	2055	SI_Player_12_00	10	96	48	32	48
-	2056	SI_Player_12_01	10	96	48	32	48
-	2057	SI_Player_12_02	10	96	48	32	48
-	2058	SI_Player_12_03	10	96	48	32	48
-	2059	SI_Player_12_04	10	96	48	32	48
-	2060	SI_Player_13_00	10	128	48	32	48
-	2061	SI_Player_13_01	10	128	48	32	48
-	2062	SI_Player_13_02	10	128	48	32	48
-	2063	SI_Player_13_03	10	128	48	32	48
-	2064	SI_Player_13_04	10	128	48	32	48
-	2065	SI_Player_14_00	10	160	48	32	48
-	2066	SI_Player_14_01	10	160	48	32	48
-	2067	SI_Player_14_02	10	160	48	32	48
-	2068	SI_Player_14_03	10	160	48	32	48
-	2069	SI_Player_14_04	10	160	48	32	48
-	2070	SI_Player_15_00	10	192	48	32	48
-	2071	SI_Player_15_01	10	192	48	32	48
-	2072	SI_Player_15_02	10	192	48	32	48
-	2073	SI_Player_15_03	10	192	48	32	48
-	2074	SI_Player_15_04	10	192	48	32	48
-	2075	SI_Player_16_00	10	224	48	32	48
-	2076	SI_Player_16_01	10	224	48	32	48
-	2077	SI_Player_16_02	10	224	48	32	48
-	2078	SI_Player_16_03	10	224	48	32	48
-	2079	SI_Player_16_04	10	224	48	32	48
-	2080	SI_Player_17_00	10	0	96	32	48
-	2081	SI_Player_17_01	10	0	96	32	48
-	2082	SI_Player_17_02	10	0	96	32	48
-	2083	SI_Player_17_03	10	0	96	32	48
-	2084	SI_Player_17_04	10	0	96	32	48
-	2085	SI_Player_18_00	10	32	96	32	48
-	2086	SI_Player_18_01	10	32	96	32	48
-	2087	SI_Player_18_02	10	32	96	32	48
-	2088	SI_Player_18_03	10	32	96	32	48
-	2089	SI_Player_18_04	10	32	96	32	48
-	2090	SI_Player_19_00	10	64	96	32	48
-	2091	SI_Player_19_01	10	64	96	32	48
-	2092	SI_Player_19_02	10	64	96	32	48
-	2093	SI_Player_19_03	10	64	96	32	48
-	2094	SI_Player_19_04	10	64	96	32	48
-	2095	SI_Player_20_00	10	96	96	32	48
-	2096	SI_Player_20_01	10	96	96	32	48
-	2097	SI_Player_20_02	10	96	96	32	48
-	2098	SI_Player_20_03	10	96	96	32	48
-	2099	SI_Player_20_04	10	96	96	32	48
-	2100	SI_Player_21_00	10	128	96	32	48
-	2101	SI_Player_21_01	10	128	96	32	48
-	2102	SI_Player_21_02	10	128	96	32	48
-	2103	SI_Player_21_03	10	128	96	32	48
-	2104	SI_Player_21_04	10	128	96	32	48
-	2105	SI_Player_22_00	10	160	96	32	48
-	2106	SI_Player_22_01	10	160	96	32	48
-	2107	SI_Player_22_02	10	160	96	32	48
-	2108	SI_Player_22_03	10	160	96	32	48
-	2109	SI_Player_22_04	10	160	96	32	48
-	2110	SI_Player_23_00	10	192	96	32	48
-	2111	SI_Player_23_01	10	192	96	32	48
-	2112	SI_Player_23_02	10	192	96	32	48
-	2113	SI_Player_23_03	10	192	96	32	48
-	2114	SI_Player_23_04	10	192	96	32	48
-	2115	SI_Player_24_00	10	224	96	32	48
-	2116	SI_Player_24_01	10	224	96	32	48
-	2117	SI_Player_24_02	10	224	96	32	48
-	2118	SI_Player_24_03	10	224	96	32	48
-	2119	SI_Player_24_04	10	224	96	32	48
#		PlayerSpellCutIn(3000~3399)					
-	3000	SI_PlayerSpellCutIn_01_LL	260	0	0	128	42.5
-	3001	SI_PlayerSpellCutIn_01_LR	260	0	42.5	16	42.5
-	3002	SI_PlayerSpellCutIn_01_RL	260	0	85	128	42.5
-	3003	SI_PlayerSpellCutIn_01_RR	260	112	42.5	16	42.5
-	3004	SI_PlayerSpellCutIn_02_LL	261	0	0	128	42.5
-	3005	SI_PlayerSpellCutIn_02_LR	261	0	42.5	16	42.5
-	3006	SI_PlayerSpellCutIn_02_RL	261	0	85	128	42.5
-	3007	SI_PlayerSpellCutIn_02_RR	261	112	42.5	16	42.5
-	3008	SI_PlayerSpellCutIn_03_LL	262	0	0	128	42.5
-	3009	SI_PlayerSpellCutIn_03_LR	262	0	42.5	16	42.5
-	3010	SI_PlayerSpellCutIn_03_RL	262	0	85	128	42.5
-	3011	SI_PlayerSpellCutIn_03_RR	262	112	42.5	16	42.5
-	3012	SI_PlayerSpellCutIn_04_LL	263	0	0	128	42.5
-	3013	SI_PlayerSpellCutIn_04_LR	263	0	42.5	16	42.5
-	3014	SI_PlayerSpellCutIn_04_RL	263	0	85	128	42.5
-	3015	SI_PlayerSpellCutIn_04_RR	263	112	42.5	16	42.5
-	3016	SI_PlayerSpellCutIn_05_LL	264	0	0	128	42.5
-	3017	SI_PlayerSpellCutIn_05_LR	264	0	42.5	16	42.5
-	3018	SI_PlayerSpellCutIn_05_RL	264	0	85	128	42.5
-	3019	SI_PlayerSpellCutIn_05_RR	264	112	42.5	16	42.5
-	3020	SI_PlayerSpellCutIn_06_LL	265	0	0	128	42.5
-	3021	SI_PlayerSpellCutIn_06_LR	265	0	42.5	16	42.5
-	3022	SI_PlayerSpellCutIn_06_RL	265	0	85	128	42.5
-	3023	SI_PlayerSpellCutIn_06_RR	265	112	42.5	16	42.5
-	3024	SI_PlayerSpellCutIn_07_LL	266	0	0	128	42.5
-	3025	SI_PlayerSpellCutIn_07_LR	266	0	42.5	16	42.5
-	3026	SI_PlayerSpellCutIn_07_RL	266	0	85	128	42.5
-	3027	SI_PlayerSpellCutIn_07_RR	266	112	42.5	16	42.5
-	3028	SI_PlayerSpellCutIn_08_LL	267	0	0	128	42.5
-	3029	SI_PlayerSpellCutIn_08_LR	267	0	42.5	16	42.5
-	3030	SI_PlayerSpellCutIn_08_RL	267	0	85	128	42.5
-	3031	SI_PlayerSpellCutIn_08_RR	267	112	42.5	16	42.5
-	3032	SI_PlayerSpellCutIn_09_LL	268	0	0	128	42.5
-	3033	SI_PlayerSpellCutIn_09_LR	268	0	42.5	16	42.5
-	3034	SI_PlayerSpellCutIn_09_RL	268	0	85	128	42.5
-	3035	SI_PlayerSpellCutIn_09_RR	268	112	42.5	16	42.5
-	3036	SI_PlayerSpellCutIn_10_LL	269	0	0	128	42.5
-	3037	SI_PlayerSpellCutIn_10_LR	269	0	42.5	16	42.5
-	3038	SI_PlayerSpellCutIn_10_RL	269	0	85	128	42.5
-	3039	SI_PlayerSpellCutIn_10_RR	269	112	42.5	16	42.5
-	3040	SI_PlayerSpellCutIn_11_LL	270	0	0	128	42.5
-	3041	SI_PlayerSpellCutIn_11_LR	270	0	42.5	16	42.5
-	3042	SI_PlayerSpellCutIn_11_RL	270	0	85	128	42.5
-	3043	SI_PlayerSpellCutIn_11_RR	270	112	42.5	16	42.5
-	3044	SI_PlayerSpellCutIn_12_LL	271	0	0	128	42.5
-	3045	SI_PlayerSpellCutIn_12_LR	271	0	42.5	16	42.5
-	3046	SI_PlayerSpellCutIn_12_RL	271	0	85	128	42.5
-	3047	SI_PlayerSpellCutIn_12_RR	271	112	42.5	16	42.5
-	3048	SI_PlayerSpellCutIn_13_LL	272	0	0	128	42.5
-	3049	SI_PlayerSpellCutIn_13_LR	272	0	42.5	16	42.5
-	3050	SI_PlayerSpellCutIn_13_RL	272	0	85	128	42.5
-	3051	SI_PlayerSpellCutIn_13_RR	272	112	42.5	16	42.5
-	3052	SI_PlayerSpellCutIn_14_LL	273	0	0	128	42.5
-	3053	SI_PlayerSpellCutIn_14_LR	273	0	42.5	16	42.5
-	3054	SI_PlayerSpellCutIn_14_RL	273	0	85	128	42.5
-	3055	SI_PlayerSpellCutIn_14_RR	273	112	42.5	16	42.5
-	3056	SI_PlayerSpellCutIn_15_LL	274	0	0	128	42.5
-	3057	SI_PlayerSpellCutIn_15_LR	274	0	42.5	16	42.5
-	3058	SI_PlayerSpellCutIn_15_RL	274	0	85	128	42.5
-	3059	SI_PlayerSpellCutIn_15_RR	274	112	42.5	16	42.5
-	3060	SI_PlayerSpellCutIn_16_LL	275	0	0	128	42.5
-	3061	SI_PlayerSpellCutIn_16_LR	275	0	42.5	16	42.5
-	3062	SI_PlayerSpellCutIn_16_RL	275	0	85	128	42.5
-	3063	SI_PlayerSpellCutIn_16_RR	275	112	42.5	16	42.5
-	3064	SI_PlayerSpellCutIn_17_LL	276	0	0	128	42.5
-	3065	SI_PlayerSpellCutIn_17_LR	276	0	42.5	16	42.5
-	3066	SI_PlayerSpellCutIn_17_RL	276	0	85	128	42.5
-	3067	SI_PlayerSpellCutIn_17_RR	276	112	42.5	16	42.5
-	3068	SI_PlayerSpellCutIn_18_LL	277	0	0	128	42.5
-	3069	SI_PlayerSpellCutIn_18_LR	277	0	42.5	16	42.5
-	3070	SI_PlayerSpellCutIn_18_RL	277	0	85	128	42.5
-	3071	SI_PlayerSpellCutIn_18_RR	277	112	42.5	16	42.5
-	3072	SI_PlayerSpellCutIn_19_LL	278	0	0	128	42.5
-	3073	SI_PlayerSpellCutIn_19_LR	278	0	42.5	16	42.5
-	3074	SI_PlayerSpellCutIn_19_RL	278	0	85	128	42.5
-	3075	SI_PlayerSpellCutIn_19_RR	278	112	42.5	16	42.5
-	3076	SI_PlayerSpellCutIn_20_LL	279	0	0	128	42.5
-	3077	SI_PlayerSpellCutIn_20_LR	279	0	42.5	16	42.5
-	3078	SI_PlayerSpellCutIn_20_RL	279	0	85	128	42.5
-	3079	SI_PlayerSpellCutIn_20_RR	279	112	42.5	16	42.5
-	3080	SI_PlayerSpellCutIn_21_LL	280	0	0	128	42.5
-	3081	SI_PlayerSpellCutIn_21_LR	280	0	42.5	16	42.5
-	3082	SI_PlayerSpellCutIn_21_RL	280	0	85	128	42.5
-	3083	SI_PlayerSpellCutIn_21_RR	280	112	42.5	16	42.5
-	3084	SI_PlayerSpellCutIn_22_LL	281	0	0	128	42.5
-	3085	SI_PlayerSpellCutIn_22_LR	281	0	42.5	16	42.5
-	3086	SI_PlayerSpellCutIn_22_RL	281	0	85	128	42.5
-	3087	SI_PlayerSpellCutIn_22_RR	281	112	42.5	16	42.5
-	3088	SI_PlayerSpellCutIn_23_LL	282	0	0	128	42.5
-	3089	SI_PlayerSpellCutIn_23_LR	282	0	42.5	16	42.5
-	3090	SI_PlayerSpellCutIn_23_RL	282	0	85	128	42.5
-	3091	SI_PlayerSpellCutIn_23_RR	282	112	42.5	16	42.5
-	3092	SI_PlayerSpellCutIn_24_LL	283	0	0	128	42.5
-	3093	SI_PlayerSpellCutIn_24_LR	283	0	42.5	16	42.5
-	3094	SI_PlayerSpellCutIn_24_RL	283	0	85	128	42.5
-	3095	SI_PlayerSpellCutIn_24_RR	283	112	42.5	16	42.5
#		PlayerDrainZone(3400~3599)					
-	3400	SI_PlayerDrainZone_01	310	0	0	-1	-1
-	3401	SI_PlayerDrainZone_02	311	0	0	-1	-1
-	3402	SI_PlayerDrainZone_03	312	0	0	-1	-1
-	3403	SI_PlayerDrainZone_04	313	0	0	-1	-1
-	3404	SI_PlayerDrainZone_05	312	0	0	-1	-1
-	3405	SI_PlayerDrainZone_06	315	0	0	-1	-1
-	3406	SI_PlayerDrainZone_07	316	0	0	-1	-1
-	3407	SI_PlayerDrainZone_08	310	0	0	-1	-1
-	3408	SI_PlayerDrainZone_09	318	0	0	-1	-1
-	3409	SI_PlayerDrainZone_10	310	0	0	-1	-1
-	3410	SI_PlayerDrainZone_11	318	0	0	-1	-1
-	3411	SI_PlayerDrainZone_12	318	0	0	-1	-1
-	3412	SI_PlayerDrainZone_13	322	0	0	-1	-1
-	3413	SI_PlayerDrainZone_14	323	0	0	-1	-1
-	3414	SI_PlayerDrainZone_15	322	0	0	-1	-1
-	3415	SI_PlayerDrainZone_16	325	0	0	-1	-1
-	3416	SI_PlayerDrainZone_17	313	0	0	-1	-1
-	3417	SI_PlayerDrainZone_18	313	0	0	-1	-1
-	3418	SI_PlayerDrainZone_19	328	0	0	-1	-1
-	3419	SI_PlayerDrainZone_20	310	0	0	-1	-1
-	3420	SI_PlayerDrainZone_21	311	0	0	-1	-1
-	3421	SI_PlayerDrainZone_22	310	0	0	-1	-1
-	3422	SI_PlayerDrainZone_23	316	0	0	-1	-1
-	3423	SI_PlayerDrainZone_24	318	0	0	-1	-1
#		Scene(3600~3799)					
-	3600	SI_Scene_00_1	560	0	0	-1	-1
-	3601	SI_Scene_00_2	561	128	0	114	114
-	3602	SI_Scene_00_3	561	0	128	144	128
-	3603	SI_Scene_00_4	561	248	0	8	256
-	3604	SI_Scene_02_1	562	0	0	-1	-1
-	3605	SI_Scene_02_2	564	0	0	-1	-1
-	3606	SI_Scene_02_3	565	0	0	-1	-1
-	3607	SI_Scene_03_1	567	0	0	-1	-1
-	3608	SI_Scene_03_2	570	0	0	-1	-1
-	3609	SI_Scene_03_3_01	569	16	0	96	8
-	3610	SI_Scene_03_3_02	569	16	8	96	8
-	3611	SI_Scene_03_3_03	569	16	16	96	8
-	3612	SI_Scene_03_3_04	569	16	24	96	8
-	3613	SI_Scene_03_3_05	569	16	32	96	8
-	3614	SI_Scene_03_3_06	569	16	40	96	8
-	3615	SI_Scene_03_3_07	569	16	48	96	8
-	3616	SI_Scene_03_3_08	569	16	56	96	8
-	3617	SI_Scene_03_3_09	569	16	64	96	8
-	3618	SI_Scene_03_3_10	569	16	72	96	8
-	3619	SI_Scene_03_3_11	569	16	80	96	8
-	3620	SI_Scene_03_3_12	569	16	88	96	8
-	3621	SI_Scene_03_3_13	569	16	96	96	8
-	3622	SI_Scene_03_3_14	569	16	104	96	8
-	3623	SI_Scene_03_3_15	569	16	112	96	8
-	3624	SI_Scene_03_3_16	569	16	120	96	8
-	3625	SI_Scene_03_4_01	569	0	0	8	256
-	3626	SI_Scene_03_4_02	569	120	0	8	256
-	3627	SI_Scene_03_4_03	569	8	0	8	256
-	3628	SI_Scene_03_4_04	569	112	0	8	256
-	3629	SI_Scene_04_1	571	0	0	-1	-1
-	3630	SI_Scene_04_2	572	0	0	256	128
-	3631	SI_Scene_05_1	573	0	0	128	256
-	3632	SI_Scene_05_2	574	0	0	128	256
-	3633	SI_Scene_05_3	575	0	0	-1	-1
-	3634	SI_Scene_05_4	576	0	0	-1	-1
-	3635	SI_Scene_06_1	577	0	0	256	256
-	3636	SI_Scene_06_2	578	0	0	-1	-1
-	3637	SI_Scene_07_1	579	0	0	-1	-1
-	3638	SI_Scene_08_1	580	64	0	192	256
-	3639	SI_Scene_08_2	580	0	0	64	128
-	3640	SI_Scene_08_3	581	0	0	-1	-1
-	3641	SI_Scene_09_1	582	0	0	-1	-1
-	3642	SI_Scene_09_2	584	0	0	-1	-1
-	3643	SI_Scene_09_3	583	0	0	64	64
-	3644	SI_Scene_09_4	583	64	0	64	64
-	3645	SI_Scene_13_1	586	0	0	-1	-1
-	3646	SI_Scene_13_2	587	0	0	-1	-1
-	3647	SI_Scene_14_1	588	0	0	-1	-1
-	3648	SI_Scene_14_2	591	0	0	-1	-1
-	3649	SI_Scene_14_3	589	0	0	128	256
-	3650	SI_Scene_14_4	590	0	0	64	64
-	3651	SI_Scene_14_5	590	64	0	64	64
-	3652	SI_Scene_15_1	592	0	0	-1	-1
-	3653	SI_Scene_15_2	593	0	0	-1	-1
-	3654	SI_Scene_15_3	595	0	0	-1	-1
-	3655	SI_Scene_15_4	594	0	0	64	64
-	3656	SI_Scene_16_1	596	0	0	-1	-1
-	3657	SI_Scene_16_2	597	0	0	-1	-1
-	3658	SI_Scene_17_1	598	0	0	-1	-1
-	3659	SI_Scene_17_2	599	0	0	80	64
-	3660	SI_Scene_17_3	599	0	64	80	64
-	3661	SI_Scene_17_4	600	0	0	-1	-1
-	3662	SI_Scene_18_1	601	0	0	256	256
-	3663	SI_Scene_18_2	602	0	0	256	256
-	3664	SI_Scene_18_3	603	0	0	-1	-1
-	3665	SI_Scene_21_1	604	0	0	-1	-1
-	3666	SI_Scene_21_2	607	0	0	-1	-1
-	3667	SI_Scene_21_3_01	606	16	0	96	8
-	3668	SI_Scene_21_3_02	606	16	8	96	8
-	3669	SI_Scene_21_3_03	606	16	16	96	8
-	3670	SI_Scene_21_3_04	606	16	24	96	8
-	3671	SI_Scene_21_3_05	606	16	32	96	8
-	3672	SI_Scene_21_3_06	606	16	40	96	8
-	3673	SI_Scene_21_3_07	606	16	48	96	8
-	3674	SI_Scene_21_3_08	606	16	56	96	8
-	3675	SI_Scene_21_3_09	606	16	64	96	8
-	3676	SI_Scene_21_3_10	606	16	72	96	8
-	3677	SI_Scene_21_3_11	606	16	80	96	8
-	3678	SI_Scene_21_3_12	606	16	88	96	8
-	3679	SI_Scene_21_3_13	606	16	96	96	8
-	3680	SI_Scene_21_3_14	606	16	104	96	8
-	3681	SI_Scene_21_3_15	606	16	112	96	8
-	3682	SI_Scene_21_3_16	606	16	120	96	8
-	3683	SI_Scene_21_4_01	606	0	0	8	256
-	3684	SI_Scene_21_4_02	606	120	0	8	256
-	3685	SI_Scene_21_4_03	606	8	0	8	256
-	3686	SI_Scene_21_4_04	606	112	0	8	256
-	3687	SI_Scene_22_1	608	0	0	128	256
-	3688	SI_Scene_22_2	609	0	0	128	256
-	3689	SI_Scene_23_1	610	0	0	-1	-1
-	3690	SI_Scene_23_2	611	0	0	-1	-1
#		Spell(3800~3999)					
-	3800	SI_Spell_00_1	660	0	0	-1	-1
-	3801	SI_Spell_00_2	661	0	0	-1	-1
-	3802	SI_Spell_01_1	662	0	0	-1	-1
-	3803	SI_Spell_01_2	663	0	0	256	256
-	3804	SI_Spell_02_1	664	0	0	-1	-1
-	3805	SI_Spell_02_2	685	0	0	-1	-1
-	3806	SI_Spell_03_1	665	0	0	-1	-1
-	3807	SI_Spell_03_2	666	0	0	-1	-1
-	3808	SI_Spell_04_1	667	0	0	-1	-1
-	3809	SI_Spell_04_2	668	0	0	256	256
-	3810	SI_Spell_05_1	669	0	0	-1	-1
-	3811	SI_Spell_05_2	670	0	0	-1	-1
-	3812	SI_Spell_05_3	215	0	0	-1	-1
-	3813	SI_Spell_06_1	671	0	0	-1	-1
-	3814	SI_Spell_06_2	672	0	0	-1	-1
-	3815	SI_Spell_07_1	673	0	0	-1	-1
-	3816	SI_Spell_08_1	674	0	0	-1	-1
-	3817	SI_Spell_08_2	675	0	0	-1	-1
-	3818	SI_Spell_09_1	676	0	0	256	256
-	3819	SI_Spell_09_2	677	0	0	256	256
-	3820	SI_Spell_12_1	678	0	0	256	256
-	3821	SI_Spell_12_2	679	0	0	256	256
-	3822	SI_Spell_13_1	680	0	0	-1	-1
-	3823	SI_Spell_13_2	681	0	0	-1	-1
-	3824	SI_Spell_14_1	682	0	0	-1	-1
-	3825	SI_Spell_14_2	683	0	0	-1	-1
-	3826	SI_Spell_15_1	684	0	0	-1	-1
-	3827	SI_Spell_16_1	685	0	0	256	256
-	3828	SI_Spell_17_1	686	0	0	256	256
-	3829	SI_Spell_17_2	687	0	0	-1	-1
-	3830	SI_Spell_18_1	688	0	0	-1	-1
-	3831	SI_Spell_18_2	689	0	0	-1	-1
-	3832	SI_Spell_21_1	690	0	0	-1	-1
-	3833	SI_Spell_21_2	691	0	0	-1	-1
-	3834	SI_Spell_22_1	692	0	0	256	256
-	3835	SI_Spell_22_2	693	0	0	256	256
#		Boss(4000~4999)					
-	4000	SI_Boss_01_00	160	0	0	64	80
-	4001	SI_Boss_01_01	160	0	0	64	80
-	4002	SI_Boss_01_02	160	0	0	64	80
-	4003	SI_Boss_01_03	160	0	0	64	80
-	4004	SI_Boss_01_04	160	0	0	64	80
-	4005	SI_Boss_02_00	160	64	0	64	80
-	4006	SI_Boss_02_01	160	64	0	64	80
-	4007	SI_Boss_02_02	160	64	0	64	80
-	4008	SI_Boss_02_03	160	64	0	64	80
-	4009	SI_Boss_02_04	160	64	0	64	80
-	4010	SI_Boss_03_00	160	128	0	64	80
-	4011	SI_Boss_03_01	160	128	0	64	80
-	4012	SI_Boss_03_02	160	128	0	64	80
-	4013	SI_Boss_03_03	160	128	0	64	80
-	4014	SI_Boss_03_04	160	128	0	64	80
-	4015	SI_Boss_04_00	160	192	0	64	80
-	4016	SI_Boss_04_01	160	192	0	64	80
-	4017	SI_Boss_04_02	160	192	0	64	80
-	4018	SI_Boss_04_03	160	192	0	64	80
-	4019	SI_Boss_04_04	160	192	0	64	80
-	4020	SI_Boss_05_00	160	256	0	64	80
-	4021	SI_Boss_05_01	160	256	0	64	80
-	4022	SI_Boss_05_02	160	256	0	64	80
-	4023	SI_Boss_05_03	160	256	0	64	80
-	4024	SI_Boss_05_04	160	256	0	64	80
-	4025	SI_Boss_06_00	160	320	0	64	80
-	4026	SI_Boss_06_01	160	320	0	64	80
-	4027	SI_Boss_06_02	160	320	0	64	80
-	4028	SI_Boss_06_03	160	320	0	64	80
-	4029	SI_Boss_06_04	160	320	0	64	80
-	4030	SI_Boss_07_00	160	384	0	64	80
-	4031	SI_Boss_07_01	160	384	0	64	80
-	4032	SI_Boss_07_02	160	384	0	64	80
-	4033	SI_Boss_07_03	160	384	0	64	80
-	4034	SI_Boss_07_04	160	384	0	64	80
-	4035	SI_Boss_08_00	160	448	0	64	80
-	4036	SI_Boss_08_01	160	448	0	64	80
-	4037	SI_Boss_08_02	160	448	0	64	80
-	4038	SI_Boss_08_03	160	448	0	64	80
-	4039	SI_Boss_08_04	160	448	0	64	80
-	4040	SI_Boss_09_00	160	0	80	64	80
-	4041	SI_Boss_09_01	160	0	80	64	80
-	4042	SI_Boss_09_02	160	0	80	64	80
-	4043	SI_Boss_09_03	160	0	80	64	80
-	4044	SI_Boss_09_04	160	0	80	64	80
-	4045	SI_Boss_10_00	160	64	80	64	80
-	4046	SI_Boss_10_01	160	64	80	64	80
-	4047	SI_Boss_10_02	160	64	80	64	80
-	4048	SI_Boss_10_03	160	64	80	64	80
-	4049	SI_Boss_10_04	160	64	80	64	80
-	4050	SI_Boss_11_00	160	128	80	64	80
-	4051	SI_Boss_11_01	160	128	80	64	80
-	4052	SI_Boss_11_02	160	128	80	64	80
-	4053	SI_Boss_11_03	160	128	80	64	80
-	4054	SI_Boss_11_04	160	128	80	64	80
-	4055	SI_Boss_12_00	160	192	80	64	80
-	4056	SI_Boss_12_01	160	192	80	64	80
-	4057	SI_Boss_12_02	160	192	80	64	80
-	4058	SI_Boss_12_03	160	192	80	64	80
-	4059	SI_Boss_12_04	160	192	80	64	80
-	4060	SI_Boss_13_00	160	256	80	64	80
-	4061	SI_Boss_13_01	160	256	80	64	80
-	4062	SI_Boss_13_02	160	256	80	64	80
-	4063	SI_Boss_13_03	160	256	80	64	80
-	4064	SI_Boss_13_04	160	256	80	64	80
-	4065	SI_Boss_14_00	160	320	80	64	80
-	4066	SI_Boss_14_01	160	320	80	64	80
-	4067	SI_Boss_14_02	160	320	80	64	80
-	4068	SI_Boss_14_03	160	320	80	64	80
-	4069	SI_Boss_14_04	160	320	80	64	80
-	4070	SI_Boss_15_00	160	384	80	64	80
-	4071	SI_Boss_15_01	160	384	80	64	80
-	4072	SI_Boss_15_02	160	384	80	64	80
-	4073	SI_Boss_15_03	160	384	80	64	80
-	4074	SI_Boss_15_04	160	384	80	64	80
-	4075	SI_Boss_16_00	160	448	80	64	80
-	4076	SI_Boss_16_01	160	448	80	64	80
-	4077	SI_Boss_16_02	160	448	80	64	80
-	4078	SI_Boss_16_03	160	448	80	64	80
-	4079	SI_Boss_16_04	160	448	80	64	80
-	4080	SI_Boss_17_00	160	0	160	64	80
-	4081	SI_Boss_17_01	160	0	160	64	80
-	4082	SI_Boss_17_02	160	0	160	64	80
-	4083	SI_Boss_17_03	160	0	160	64	80
-	4084	SI_Boss_17_04	160	0	160	64	80
-	4085	SI_Boss_18_00	160	64	160	64	80
-	4086	SI_Boss_18_01	160	64	160	64	80
-	4087	SI_Boss_18_02	160	64	160	64	80
-	4088	SI_Boss_18_03	160	64	160	64	80
-	4089	SI_Boss_18_04	160	64	160	64	80
-	4090	SI_Boss_19_00	160	128	160	64	80
-	4091	SI_Boss_19_01	160	128	160	64	80
-	4092	SI_Boss_19_02	160	128	160	64	80
-	4093	SI_Boss_19_03	160	128	160	64	80
-	4094	SI_Boss_19_04	160	128	160	64	80
-	4095	SI_Boss_20_00	160	192	160	64	80
-	4096	SI_Boss_20_01	160	192	160	64	80
-	4097	SI_Boss_20_02	160	192	160	64	80
-	4098	SI_Boss_20_03	160	192	160	64	80
-	4099	SI_Boss_20_04	160	192	160	64	80
-	4100	SI_Boss_21_00	160	256	160	64	80
-	4101	SI_Boss_21_01	160	256	160	64	80
-	4102	SI_Boss_21_02	160	256	160	64	80
-	4103	SI_Boss_21_03	160	256	160	64	80
-	4104	SI_Boss_21_04	160	256	160	64	80
-	4105	SI_Boss_22_00	160	320	160	64	80
-	4106	SI_Boss_22_01	160	320	160	64	80
-	4107	SI_Boss_22_02	160	320	160	64	80
-	4108	SI_Boss_22_03	160	320	160	64	80
-	4109	SI_Boss_22_04	160	320	160	64	80
-	4110	SI_Boss_23_00	160	384	160	64	80
-	4111	SI_Boss_23_01	160	384	160	64	80
-	4112	SI_Boss_23_02	160	384	160	64	80
-	4113	SI_Boss_23_03	160	384	160	64	80
-	4114	SI_Boss_23_04	160	384	160	64	80
-	4115	SI_Boss_24_00	160	448	160	64	80
-	4116	SI_Boss_24_01	160	448	160	64	80
-	4117	SI_Boss_24_02	160	448	160	64	80
-	4118	SI_Boss_24_03	160	448	160	64	80
-	4119	SI_Boss_24_04	160	448	160	64	80
