73	h5nc	4B	4096				
-	2157	SI_Player_Cirno_5	17	160	0	32	48
-	2158	SI_Player_Cirno_6	17	192	0	32	48
-	2159	SI_Player_Cirno_7	17	224	0	32	48
-	2160	SI_Player_Cirno_8	17	0	48	32	48
-	2161	SI_Player_Cirno_9	17	32	48	32	48
-	2162	SI_Player_Cirno_10	17	64	48	32	48
-	2163	SI_Player_Cirno_11	17	96	48	32	48
-	2164	SI_Player_Cirno_12	17	128	48	32	48
-	2165	SI_Player_Cirno_13	17	160	48	32	48
-	2166	SI_Player_Cirno_14	17	192	48	32	48
-	2167	SI_Player_Cirno_15	17	224	48	32	48
-	2168	SI_Player_Cirno_16	17	0	96	32	48
-	2169	SI_Player_Cirno_17	17	32	96	32	48
-	2170	SI_Player_Cirno_18	17	64	96	32	48
-	2171	SI_Player_Cirno_19	17	96	96	32	48
-	2172	SI_Player_Cirno_20	17	128	96	32	48
-	2173	SI_Player_Cirno_21	17	160	96	32	48
-	2174	SI_Player_Cirno_22	17	192	96	32	48
-	2175	SI_Player_Cirno_23	17	224	96	32	48
-	2176	SI_Player_Lyrica_0	18	0	0	32	48
-	2177	SI_Player_Lyrica_1	18	32	0	32	48
-	2178	SI_Player_Lyrica_2	18	64	0	32	48
-	2179	SI_Player_Lyrica_3	18	96	0	32	48
-	2180	SI_Player_Lyrica_4	18	128	0	32	48
-	2181	SI_Player_Lyrica_5	18	160	0	32	48
-	2182	SI_Player_Lyrica_6	18	192	0	32	48
-	2183	SI_Player_Lyrica_7	18	224	0	32	48
-	2184	SI_Player_Lyrica_8	18	0	48	32	48
-	2185	SI_Player_Lyrica_9	18	32	48	32	48
-	2186	SI_Player_Lyrica_10	18	64	48	32	48
-	2187	SI_Player_Lyrica_11	18	96	48	32	48
-	2188	SI_Player_Lyrica_12	18	128	48	32	48
-	2189	SI_Player_Lyrica_13	18	160	48	32	48
-	2190	SI_Player_Lyrica_14	18	192	48	32	48
-	2191	SI_Player_Lyrica_15	18	224	48	32	48
-	2192	SI_Player_Lyrica_16	18	0	96	32	48
-	2193	SI_Player_Lyrica_17	18	32	96	32	48
-	2194	SI_Player_Lyrica_18	18	64	96	32	48
-	2195	SI_Player_Lyrica_19	18	96	96	32	48
-	2196	SI_Player_Lyrica_20	18	128	96	32	48
-	2197	SI_Player_Lyrica_21	18	160	96	32	48
-	2198	SI_Player_Lyrica_22	18	192	96	32	48
-	2199	SI_Player_Lyrica_23	18	224	96	32	48
-	2200	SI_Player_Mystia_0	19	0	0	32	48
-	2201	SI_Player_Mystia_1	19	32	0	32	48
-	2202	SI_Player_Mystia_2	19	64	0	32	48
-	2203	SI_Player_Mystia_3	19	96	0	32	48
-	2204	SI_Player_Mystia_4	19	128	0	32	48
-	2205	SI_Player_Mystia_5	19	160	0	32	48
-	2206	SI_Player_Mystia_6	19	192	0	32	48
-	2207	SI_Player_Mystia_7	19	224	0	32	48
-	2208	SI_Player_Mystia_8	19	0	48	32	48
-	2209	SI_Player_Mystia_9	19	32	48	32	48
-	2210	SI_Player_Mystia_10	19	64	48	32	48
-	2211	SI_Player_Mystia_11	19	96	48	32	48
-	2212	SI_Player_Mystia_12	19	128	48	32	48
-	2213	SI_Player_Mystia_13	19	160	48	32	48
-	2214	SI_Player_Mystia_14	19	192	48	32	48
-	2215	SI_Player_Mystia_15	19	224	48	32	48
-	2216	SI_Player_Mystia_16	19	0	96	32	48
-	2217	SI_Player_Mystia_17	19	32	96	32	48
-	2218	SI_Player_Mystia_18	19	64	96	32	48
-	2219	SI_Player_Mystia_19	19	96	96	32	48
-	2220	SI_Player_Mystia_20	19	128	96	32	48
-	2221	SI_Player_Mystia_21	19	160	96	32	48
-	2222	SI_Player_Mystia_22	19	192	96	32	48
-	2223	SI_Player_Mystia_23	19	224	96	32	48
-	2224	SI_Player_Marlin_0	20	0	0	32	48
-	2225	SI_Player_Marlin_1	20	32	0	32	48
-	2226	SI_Player_Marlin_2	20	64	0	32	48
-	2227	SI_Player_Marlin_3	20	96	0	32	48
-	2228	SI_Player_Marlin_4	20	128	0	32	48
-	2229	SI_Player_Marlin_5	20	160	0	32	48
-	2230	SI_Player_Marlin_6	20	192	0	32	48
-	2231	SI_Player_Marlin_7	20	224	0	32	48
-	2232	SI_Player_Marlin_8	20	0	48	32	48
-	2233	SI_Player_Marlin_9	20	32	48	32	48
-	2234	SI_Player_Marlin_10	20	64	48	32	48
-	2235	SI_Player_Marlin_11	20	96	48	32	48
-	2236	SI_Player_Marlin_12	20	128	48	32	48
-	2237	SI_Player_Marlin_13	20	160	48	32	48
-	2238	SI_Player_Marlin_14	20	192	48	32	48
-	2239	SI_Player_Marlin_15	20	224	48	32	48
-	2240	SI_Player_Marlin_16	20	0	96	32	48
-	2241	SI_Player_Marlin_17	20	32	96	32	48
-	2242	SI_Player_Marlin_18	20	64	96	32	48
-	2243	SI_Player_Marlin_19	20	96	96	32	48
-	2244	SI_Player_Marlin_20	20	128	96	32	48
-	2245	SI_Player_Marlin_21	20	160	96	32	48
-	2246	SI_Player_Marlin_22	20	192	96	32	48
-	2247	SI_Player_Marlin_23	20	224	96	32	48
-	2248	SI_Player_Lunasa_0	21	0	0	32	48
-	2249	SI_Player_Lunasa_1	21	32	0	32	48
-	2250	SI_Player_Lunasa_2	21	64	0	32	48
-	2251	SI_Player_Lunasa_3	21	96	0	32	48
-	2252	SI_Player_Lunasa_4	21	128	0	32	48
-	2253	SI_Player_Lunasa_5	21	160	0	32	48
-	2254	SI_Player_Lunasa_6	21	192	0	32	48
-	2255	SI_Player_Lunasa_7	21	224	0	32	48
-	2256	SI_Player_Lunasa_8	21	0	48	32	48
-	2257	SI_Player_Lunasa_9	21	32	48	32	48
-	2258	SI_Player_Lunasa_10	21	64	48	32	48
-	2259	SI_Player_Lunasa_11	21	96	48	32	48
-	2260	SI_Player_Lunasa_12	21	128	48	32	48
-	2261	SI_Player_Lunasa_13	21	160	48	32	48
-	2262	SI_Player_Lunasa_14	21	192	48	32	48
-	2263	SI_Player_Lunasa_15	21	224	48	32	48
-	2264	SI_Player_Lunasa_16	21	0	96	32	48
-	2265	SI_Player_Lunasa_17	21	32	96	32	48
-	2266	SI_Player_Lunasa_18	21	64	96	32	48
-	2267	SI_Player_Lunasa_19	21	96	96	32	48
-	2268	SI_Player_Lunasa_20	21	128	96	32	48
-	2269	SI_Player_Lunasa_21	21	160	96	32	48
-	2270	SI_Player_Lunasa_22	21	192	96	32	48
-	2271	SI_Player_Lunasa_23	21	224	96	32	48
-	2272	SI_Player_Tei_0	22	0	0	32	48
-	2273	SI_Player_Tei_1	22	32	0	32	48
-	2274	SI_Player_Tei_2	22	64	0	32	48
-	2275	SI_Player_Tei_3	22	96	0	32	48
-	2276	SI_Player_Tei_4	22	128	0	32	48
-	2277	SI_Player_Tei_5	22	160	0	32	48
-	2278	SI_Player_Tei_6	22	192	0	32	48
-	2279	SI_Player_Tei_7	22	224	0	32	48
-	2280	SI_Player_Tei_8	22	0	48	32	48
-	2281	SI_Player_Tei_9	22	32	48	32	48
-	2282	SI_Player_Tei_10	22	64	48	32	48
-	2283	SI_Player_Tei_11	22	96	48	32	48
-	2284	SI_Player_Tei_12	22	128	48	32	48
-	2285	SI_Player_Tei_13	22	160	48	32	48
-	2286	SI_Player_Tei_14	22	192	48	32	48
-	2287	SI_Player_Tei_15	22	224	48	32	48
-	2288	SI_Player_Tei_16	22	0	96	32	48
-	2289	SI_Player_Tei_17	22	32	96	32	48
-	2290	SI_Player_Tei_18	22	64	96	32	48
-	2291	SI_Player_Tei_19	22	96	96	32	48
-	2292	SI_Player_Tei_20	22	128	96	32	48
-	2293	SI_Player_Tei_21	22	160	96	32	48
-	2294	SI_Player_Tei_22	22	192	96	32	48
-	2295	SI_Player_Tei_23	22	224	96	32	48
-	2296	SI_Player_Yuka_0	23	0	0	32	48
-	2297	SI_Player_Yuka_1	23	32	0	32	48
-	2298	SI_Player_Yuka_2	23	64	0	32	48
-	2299	SI_Player_Yuka_3	23	96	0	32	48
-	2300	SI_Player_Yuka_4	23	128	0	32	48
-	2301	SI_Player_Yuka_5	23	160	0	32	48
-	2302	SI_Player_Yuka_6	23	192	0	32	48
-	2303	SI_Player_Yuka_7	23	224	0	32	48
-	2304	SI_Player_Yuka_8	23	0	48	32	48
-	2305	SI_Player_Yuka_9	23	32	48	32	48
-	2306	SI_Player_Yuka_10	23	64	48	32	48
-	2307	SI_Player_Yuka_11	23	96	48	32	48
-	2308	SI_Player_Yuka_12	23	128	48	32	48
-	2309	SI_Player_Yuka_13	23	160	48	32	48
-	2310	SI_Player_Yuka_14	23	192	48	32	48
-	2311	SI_Player_Yuka_15	23	224	48	32	48
-	2312	SI_Player_Yuka_16	23	0	96	32	48
-	2313	SI_Player_Yuka_17	23	32	96	32	48
-	2314	SI_Player_Yuka_18	23	64	96	32	48
-	2315	SI_Player_Yuka_19	23	96	96	32	48
-	2316	SI_Player_Yuka_20	23	128	96	32	48
-	2317	SI_Player_Yuka_21	23	160	96	32	48
-	2318	SI_Player_Yuka_22	23	192	96	32	48
-	2319	SI_Player_Yuka_23	23	224	96	32	48
-	2320	SI_Player_Reisen_0	24	0	0	32	48
-	2321	SI_Player_Reisen_1	24	32	0	32	48
-	2322	SI_Player_Reisen_2	24	64	0	32	48
-	2323	SI_Player_Reisen_3	24	96	0	32	48
-	2324	SI_Player_Reisen_4	24	128	0	32	48
-	2325	SI_Player_Reisen_5	24	160	0	32	48
-	2326	SI_Player_Reisen_6	24	192	0	32	48
-	2327	SI_Player_Reisen_7	24	224	0	32	48
-	2328	SI_Player_Reisen_8	24	0	48	32	48
-	2329	SI_Player_Reisen_9	24	32	48	32	48
-	2330	SI_Player_Reisen_10	24	64	48	32	48
-	2331	SI_Player_Reisen_11	24	96	48	32	48
-	2332	SI_Player_Reisen_12	24	128	48	32	48
-	2333	SI_Player_Reisen_13	24	160	48	32	48
-	2334	SI_Player_Reisen_14	24	192	48	32	48
-	2335	SI_Player_Reisen_15	24	224	48	32	48
-	2336	SI_Player_Reisen_16	24	0	96	32	48
-	2337	SI_Player_Reisen_17	24	32	96	32	48
-	2338	SI_Player_Reisen_18	24	64	96	32	48
-	2339	SI_Player_Reisen_19	24	96	96	32	48
-	2340	SI_Player_Reisen_20	24	128	96	32	48
-	2341	SI_Player_Reisen_21	24	160	96	32	48
-	2342	SI_Player_Reisen_22	24	192	96	32	48
-	2343	SI_Player_Reisen_23	24	224	96	32	48
-	2344	SI_Player_Alice_0	25	128	0	32	48
-	2345	SI_Player_Alice_1	25	160	0	32	48
-	2346	SI_Player_Alice_2	25	192	0	32	48
-	2347	SI_Player_Alice_3	25	224	0	32	48
-	2348	SI_Player_Alice_4	25	0	0	32	48
-	2349	SI_Player_Alice_5	25	32	0	32	48
-	2350	SI_Player_Alice_6	25	64	0	32	48
-	2351	SI_Player_Alice_7	25	96	0	32	48
-	2352	SI_Player_Alice_8	25	128	0	32	48
-	2353	SI_Player_Alice_9	25	160	0	32	48
-	2354	SI_Player_Alice_10	25	192	0	32	48
-	2355	SI_Player_Alice_11	25	224	0	32	48
-	2356	SI_Player_Yamaxanadu_0	26	0	0	32	48
-	2357	SI_Player_Yamaxanadu_1	26	32	0	32	48
-	2358	SI_Player_Yamaxanadu_2	26	64	0	32	48
-	2359	SI_Player_Yamaxanadu_3	26	96	0	32	48
-	2360	SI_Player_Yamaxanadu_4	26	128	0	32	48
-	2361	SI_Player_Yamaxanadu_5	26	160	0	32	48
-	2362	SI_Player_Yamaxanadu_6	26	192	0	32	48
-	2363	SI_Player_Yamaxanadu_7	26	224	0	32	48
-	2364	SI_Player_Yamaxanadu_8	26	0	48	32	48
-	2365	SI_Player_Yamaxanadu_9	26	32	48	32	48
-	2366	SI_Player_Yamaxanadu_10	26	64	48	32	48
-	2367	SI_Player_Yamaxanadu_11	26	96	48	32	48
-	2368	SI_Player_Yamaxanadu_12	26	128	48	32	48
-	2369	SI_Player_Yamaxanadu_13	26	160	48	32	48
-	2370	SI_Player_Yamaxanadu_14	26	192	48	32	48
-	2371	SI_Player_Yamaxanadu_15	26	224	48	32	48
-	2372	SI_Player_Yamaxanadu_16	26	0	96	32	48
-	2373	SI_Player_Yamaxanadu_17	26	32	96	32	48
-	2374	SI_Player_Yamaxanadu_18	26	64	96	32	48
-	2375	SI_Player_Yamaxanadu_19	26	96	96	32	48
-	2376	SI_Player_Yamaxanadu_20	26	128	96	32	48
-	2377	SI_Player_Yamaxanadu_21	26	160	96	32	48
-	2378	SI_Player_Yamaxanadu_22	26	192	96	32	48
-	2379	SI_Player_Yamaxanadu_23	26	224	96	32	48
-	2380	SI_Player_Komachi_0	27	0	0	32	48
-	2381	SI_Player_Komachi_1	27	32	0	32	48
-	2382	SI_Player_Komachi_2	27	64	0	32	48
-	2383	SI_Player_Komachi_3	27	96	0	32	48
-	2384	SI_Player_Komachi_4	27	128	0	32	48
-	2385	SI_Player_Komachi_5	27	160	0	32	48
-	2386	SI_Player_Komachi_6	27	192	0	32	48
-	2387	SI_Player_Komachi_7	27	224	0	32	48
-	2388	SI_Player_Komachi_8	27	0	48	32	48
-	2389	SI_Player_Komachi_9	27	32	48	32	48
-	2390	SI_Player_Komachi_10	27	64	48	32	48
-	2391	SI_Player_Komachi_11	27	96	48	32	48
-	2392	SI_Player_Komachi_12	27	128	48	32	48
-	2393	SI_Player_Komachi_13	27	160	48	32	48
-	2394	SI_Player_Komachi_14	27	192	48	32	48
-	2395	SI_Player_Komachi_15	27	224	48	32	48
-	2396	SI_Player_Komachi_16	27	0	96	32	48
-	2397	SI_Player_Komachi_17	27	32	96	32	48
-	2398	SI_Player_Komachi_18	27	64	96	32	48
-	2399	SI_Player_Komachi_19	27	96	96	32	48
-	2400	SI_Player_Komachi_20	27	128	96	32	48
-	2401	SI_Player_Komachi_21	27	160	96	32	48
-	2402	SI_Player_Komachi_22	27	192	96	32	48
-	2403	SI_Player_Komachi_23	27	224	96	32	48
-	2404	SI_Player_Remilia_0	28	0	96	48	48
-	2405	SI_Player_Remilia_1	28	48	96	48	48
-	2406	SI_Player_Remilia_2	28	96	96	48	48
-	2407	SI_Player_Remilia_3	28	144	96	48	48
-	2408	SI_Player_Remilia_4	28	192	96	48	48
-	2409	SI_Player_Remilia_5	28	160	144	48	48
-	2410	SI_Player_Remilia_6	28	208	144	48	48
-	2411	SI_Player_Remilia_7	28	256	144	48	48
-	2412	SI_Player_Remilia_8	28	304	144	48	48
-	2413	SI_Player_Remilia_9	28	352	144	48	48
-	2414	SI_Player_ReimuII_0	29	0	0	32	48
-	2415	SI_Player_ReimuII_1	29	32	0	32	48
-	2416	SI_Player_ReimuII_2	29	64	0	32	48
-	2417	SI_Player_ReimuII_3	29	96	0	32	48
-	2418	SI_Player_ReimuII_4	29	128	0	32	48
-	2419	SI_Player_ReimuII_5	29	160	0	32	48
-	2420	SI_Player_ReimuII_6	29	192	0	32	48
-	2421	SI_Player_ReimuII_7	29	224	0	32	48
-	2422	SI_Player_ReimuII_8	29	0	48	32	48
-	2423	SI_Player_ReimuII_9	29	32	48	32	48
-	2424	SI_Player_ReimuII_10	29	64	48	32	48
-	2425	SI_Player_ReimuII_11	29	96	48	32	48
-	2426	SI_Player_ReimuII_12	29	128	48	32	48
-	2427	SI_Player_ReimuII_13	29	160	48	32	48
-	2428	SI_Player_ReimuII_14	29	192	48	32	48
-	2429	SI_Player_ReimuII_15	29	224	48	32	48
-	2430	SI_Player_ReimuII_16	29	0	96	32	48
-	2431	SI_Player_ReimuII_17	29	32	96	32	48
-	2432	SI_Player_ReimuII_18	29	64	96	32	48
-	2433	SI_Player_ReimuII_19	29	96	96	32	48
-	2434	SI_Player_ReimuII_20	29	128	96	32	48
-	2435	SI_Player_ReimuII_21	29	160	96	32	48
-	2436	SI_Player_ReimuII_22	29	192	96	32	48
-	2437	SI_Player_ReimuII_23	29	224	96	32	48
-	2438	SI_Player_MarisaII_0	30	0	0	32	48
-	2439	SI_Player_MarisaII_1	30	32	0	32	48
-	2440	SI_Player_MarisaII_2	30	64	0	32	48
-	2441	SI_Player_MarisaII_3	30	96	0	32	48
-	2442	SI_Player_MarisaII_4	30	128	0	32	48
-	2443	SI_Player_MarisaII_5	30	160	0	32	48
-	2444	SI_Player_MarisaII_6	30	192	0	32	48
-	2445	SI_Player_MarisaII_7	30	224	0	32	48
-	2446	SI_Player_MarisaII_8	30	0	48	32	48
-	2447	SI_Player_MarisaII_9	30	32	48	32	48
-	2448	SI_Player_MarisaII_10	30	64	48	32	48
-	2449	SI_Player_MarisaII_11	30	96	48	32	48
-	2450	SI_Player_MarisaII_12	30	128	48	32	48
-	2451	SI_Player_MarisaII_13	30	160	48	32	48
-	2452	SI_Player_MarisaII_14	30	192	48	32	48
-	2453	SI_Player_MarisaII_15	30	224	48	32	48
-	2454	SI_Player_MarisaII_16	30	0	96	32	48
-	2455	SI_Player_MarisaII_17	30	32	96	32	48
-	2456	SI_Player_MarisaII_18	30	64	96	32	48
-	2457	SI_Player_MarisaII_19	30	96	96	32	48
-	2458	SI_Player_MarisaII_20	30	128	96	32	48
-	2459	SI_Player_MarisaII_21	30	160	96	32	48
-	2460	SI_Player_MarisaII_22	30	192	96	32	48
-	2461	SI_Player_MarisaII_23	30	224	96	32	48
-	2462	SI_Player_Yukari_0	31	128	48	32	48
-	2463	SI_Player_Yukari_1	31	160	48	32	48
-	2464	SI_Player_Yukari_2	31	192	48	32	48
-	2465	SI_Player_Yukari_3	31	224	48	32	48
-	2466	SI_Player_Yukari_4	31	0	96	32	48
-	2467	SI_Player_Yukari_5	31	32	96	32	48
-	2468	SI_Player_Yukari_6	31	64	96	32	48
-	2469	SI_Player_Yukari_7	31	96	96	32	48
-	2470	SI_Player_Yukari_8	31	128	96	32	48
-	2471	SI_Player_Yukari_9	31	160	96	32	48
-	2472	SI_Player_Yukari_10	31	192	96	32	48
-	2473	SI_Player_Yukari_11	31	224	96	32	48
-	2474	SI_Player_Yukari_Ran_0	31	128	144	32	48
-	2475	SI_Player_Yukari_Ran_1	31	160	144	32	48
-	2476	SI_Player_Yukari_Ran_2	31	192	144	32	48
-	2477	SI_Player_Yukari_Ran_3	31	224	144	32	48
-	2478	SI_Player_Yukari_Ran_4	31	128	192	32	48
-	2479	SI_Player_Yukari_Ran_5	31	160	192	32	48
-	2480	SI_Player_Yukari_Ran_6	31	192	192	32	48
-	2481	SI_Player_Yukari_Ran_7	31	224	192	32	48
-	2482	SI_Player_Yukari_Ran_Rolling	31	80	144	48	48
-	2483	SI_Player_Sanae_0	32	0	0	32	48
-	2484	SI_Player_Sanae_1	32	32	0	32	48
-	2485	SI_Player_Sanae_2	32	64	0	32	48
-	2486	SI_Player_Sanae_3	32	96	0	32	48
-	2487	SI_Player_Sanae_4	32	128	0	32	48
-	2488	SI_Player_Sanae_5	32	160	0	32	48
-	2489	SI_Player_Sanae_6	32	192	0	32	48
-	2490	SI_Player_Sanae_7	32	224	0	32	48
-	2491	SI_Player_Sanae_8	32	0	48	32	48
-	2492	SI_Player_Sanae_9	32	32	48	32	48
-	2493	SI_Player_Sanae_10	32	64	48	32	48
-	2494	SI_Player_Sanae_11	32	96	48	32	48
-	2495	SI_Player_Sanae_12	32	128	48	32	48
-	2496	SI_Player_Sanae_13	32	160	48	32	48
-	2497	SI_Player_Sanae_14	32	192	48	32	48
-	2498	SI_Player_Sanae_15	32	224	48	32	48
-	2499	SI_Player_Sanae_16	32	0	96	32	48
-	2500	SI_Player_Sanae_17	32	32	96	32	48
-	2501	SI_Player_Sanae_18	32	64	96	32	48
-	2502	SI_Player_Sanae_19	32	96	96	32	48
-	2503	SI_Player_Sanae_20	32	128	96	32	48
-	2504	SI_Player_Sanae_21	32	160	96	32	48
-	2505	SI_Player_Sanae_22	32	192	96	32	48
-	2506	SI_Player_Sanae_23	32	224	96	32	48
#		PlayerSpellCutIn(3000~3399)					
-	3000	SI_PlayerSpellCutIn_01_LL	138	0	0	256	85
-	3001	SI_PlayerSpellCutIn_01_LR	138	0	85	32	85
-	3002	SI_PlayerSpellCutIn_01_RL	138	0	170	256	85
-	3003	SI_PlayerSpellCutIn_01_RR	138	224	85	32	85
-	3004	SI_PlayerSpellCutIn_02_LL	139	0	0	256	85
-	3005	SI_PlayerSpellCutIn_02_LR	139	0	85	32	85
-	3006	SI_PlayerSpellCutIn_02_RL	139	0	170	256	85
-	3007	SI_PlayerSpellCutIn_02_RR	139	224	85	32	85
#		PlayerDrainZone(3400~3599)					
-	3400	SI_PlayerDrainZone_01	170	0	0	-1	-1
-	3401	SI_PlayerDrainZone_02	171	0	0	-1	-1
